Year,Gov_agency_Cod,Sup_Gov_agency_Cod,Planned,Released,Gov_agency_Name,Sup_Gov_agency_Name,Paid_out
2016,20116,20000,"195.174.095,25","186.766.874,39",Fundo de Imprensa Nacional,Presidencia da Republica,"186.765.714,39"
2016,20122,81000,"90.988.859,17","62.109.564,81",Secretaria Nacional de Politicas para Mulheres ,"Ministerio da Mulher, Familia e Direitos Humanos","61.386.219,32"
2016,20129,22000,"1.162.460.116,30","944.739.579,31",Secretaria Especial de Agricultura Familiar e do Desenvolvimento Agrario ,"Ministerio da Agricultura, Pecuaria e Abastecimento","944.735.439,59"
2016,20202,25000,"52.442.533,30","46.280.179,57",Fundacao Escola Nacional de Administracao Publica,Ministerio da Economia,"46.280.179,57"
2016,20203,55000,"882.916.260,66","125.507.273,82",Agencia Nacional do Cinema,Ministerio da Cidadania,"125.028.271,60"
2016,20301,24000,"941.802.990,32","905.046.016,73",Comissao Nacional de Energia Nuclear,"Ministerio da Ciencia, Tecnologia, Inovacoes e Comunicacoes","904.876.358,48"
2016,20302,32000,"383.659.171,00","383.659.171,00",Nuclebras Equipamentos Pesados S.A.,Ministerio de Minas e Energia,"364.943.800,96"
2016,20303,32000,"871.995.790,94","640.433.076,40",Industrias Nucleares do Brasil,Ministerio de Minas e Energia,"640.433.076,40"
2016,20402,24000,"36.819.438,41","20.774.542,80",Agencia Espacial Brasileira,"Ministerio da Ciencia, Tecnologia, Inovacoes e Comunicacoes","20.774.542,80"
2016,20403,55000,"45.873.419,95","43.325.518,74",Fundacao Casa de Rui Barbosa,Ministerio da Cidadania,"43.325.518,74"
2016,20404,55000,"106.883.120,99","94.411.893,96",Fundacao Biblioteca Nacional,Ministerio da Cidadania,"94.269.822,46"
2016,20408,55000,"26.302.843,08","20.480.707,29",Fundacao Cultural Palmares,Ministerio da Cidadania,"20.407.072,35"
2016,20411,55000,"393.584.107,59","342.427.041,33",Instituto do Patrimonio Historico e Artistico Nacional,Ministerio da Cidadania,"341.847.532,82"
2016,20412,55000,"126.684.985,14","106.843.684,34",Fundacao Nacional de Artes,Ministerio da Cidadania,"106.719.802,04"
2016,20415,20000,"603.870.941,38","580.010.956,11",Empresa Brasil de Comunicacao,Presidencia da Republica,"567.107.276,00"
2016,20501,24000,"1.939.401.134,76","1.517.970.033,60",Conselho Nacional de Desenvolvimento Cientifico e Tecnologico,"Ministerio da Ciencia, Tecnologia, Inovacoes e Comunicacoes","1.509.921.494,28"
2016,20502,24000,"33.698.258,19","33.695.768,19",Financiadora de Estudos e Projetos,"Ministerio da Ciencia, Tecnologia, Inovacoes e Comunicacoes","33.695.768,19"
2016,20603,25000,"313.402.143,40","148.824.906,97",Superintendencia da Zona Franca de Manaus,Ministerio da Economia,"148.717.259,07"
2016,20604,54000,"136.058.479,64","108.403.339,92",Instituto Brasileiro de Turismo,Ministerio do Turismo,"104.941.960,66"
2016,20701,44000,"1.341.604.543,33","1.322.018.555,52",Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renovaveis,Ministerio do Meio Ambiente,"1.320.297.037,87"
2016,22201,22000,"1.880.756.544,80","1.619.266.631,28",Instituto Nacional de Colonizacao e Reforma Agraria,"Ministerio da Agricultura, Pecuaria e Abastecimento","1.605.403.386,38"
2016,22202,22000,"3.190.846.353,40","3.075.876.502,03",Empresa Brasileira de Pesquisa Agropecuaria,"Ministerio da Agricultura, Pecuaria e Abastecimento","3.055.608.978,95"
2016,22203,53000,"975.611.566,42","572.889.470,53",Companhia de Desenvolvimento dos Vales do Sao Francisco e do Parnaiba,Ministerio do Desenvolvimento Regional,"547.129.966,52"
2016,22204,53000,"1.055.105.844,66","847.030.503,50",Departamento Nacional de Obras Contra as Secas,Ministerio do Desenvolvimento Regional,"834.975.859,24"
2016,22211,22000,"1.735.253.622,80","1.609.376.679,00",Companhia Nacional de Abastecimento,"Ministerio da Agricultura, Pecuaria e Abastecimento","1.548.491.573,26"
2016,22905,22000,"4.318.432.396,97","3.624.665.739,65",Fundo de Defesa da Economia Cafeeira,"Ministerio da Agricultura, Pecuaria e Abastecimento","3.624.665.739,65"
2016,24208,20000,"17.634.125,79","15.878.337,50",Instituto Nacional de Tecnologia da Informacao,Presidencia da Republica,"15.878.337,50"
2016,24209,24000,"80.347.510,13","67.795.602,54",Centro Nacional de Tecnologia Eletronica Avancada S.A.,"Ministerio da Ciencia, Tecnologia, Inovacoes e Comunicacoes","67.795.562,59"
2016,24901,24000,"1.687.916.707,49","1.552.029.318,26",Fundo Nacional de Desenvolvimento Cientifico e Tecnologico,"Ministerio da Ciencia, Tecnologia, Inovacoes e Comunicacoes","1.456.618.566,10"
2016,25000,25000,"1.421.671.799.479,84","1.403.057.344.234,69",Ministerio da Economia - Unidades com vinculo direto,Ministerio da Economia,"1.402.908.134.992,80"
2016,25201,25000,"3.135.258.356,10","3.135.258.356,10",Banco Central do Brasil - Orcamento Fiscal e Seguridade Social,Ministerio da Economia,"2.975.963.103,18"
2016,25203,25000,"222.899.527,80","213.510.336,40",Comissao de Valores Mobiliarios,Ministerio da Economia,"213.403.982,93"
2016,25205,25000,"2.330.421.005,13","2.252.108.255,57",Fundacao Instituto Brasileiro de Geografia e Estatistica,Ministerio da Economia,"2.250.377.345,90"
2016,25207,25000,"2.338.895.019,37","2.234.374.335,29",Servico Federal de Processamento de Dados,Ministerio da Economia,"519.261.919,17"
2016,25208,25000,"200.707.690,64","197.790.435,32",Superintendencia de Seguros Privados,Ministerio da Economia,"197.790.435,32"
2016,25211,25000,0,0,Casa da Moeda do Brasil,Ministerio da Economia,0
2016,25901,25000,"839.119.567,00",0,Fundo de Compensacao de Variacoes Salariais ,Ministerio da Economia,0
2016,25904,25000,"3.000.000,00","40.937,06",Fundo de Estabilidade do Seguro Rural,Ministerio da Economia,"40.937,06"
2016,25914,25000,"18.491.878,30","12.544.124,18",Fundo de Garantia a† Exportacao,Ministerio da Economia,"11.963.290,86"
2016,25915,25000,"12.015.761.105,03","11.899.208.975,46",Fundo Constitucional do Distrito Federal,Ministerio da Economia,"11.893.105.831,84"
2016,25916,25000,"5.958.990,00","5.877.428,12",Fundo Contingente da Extinta RFFSA-FCMP,Ministerio da Economia,"5.877.428,12"
2016,26000,26000,"1.279.610.061,15","1.041.793.232,28",Ministerio da Educacao - Unidades com vinculo direto,Ministerio da Educacao,"1.041.479.739,19"
2016,26201,26000,"601.925.487,76","574.977.927,16",Colegio Pedro II,Ministerio da Educacao,"574.259.490,82"
2016,26230,26000,"243.108.431,26","190.099.198,42",Fundacao Universidade Federal do Vale do Sao Francisco,Ministerio da Educacao,"188.667.980,36"
2016,26231,26000,"865.411.268,15","836.357.830,46",Universidade Federal de Alagoas,Ministerio da Educacao,"833.393.050,70"
2016,26232,26000,"1.709.151.955,31","1.646.576.111,22",Universidade Federal da Bahia,Ministerio da Educacao,"1.638.092.483,98"
2016,26233,26000,"1.628.898.455,85","1.542.011.792,47",Universidade Federal do Ceara,Ministerio da Educacao,"1.535.090.814,35"
2016,26234,26000,"1.050.286.653,49","1.008.666.366,25",Universidade Federal do Espirito Santo,Ministerio da Educacao,"1.003.520.740,59"
2016,26235,26000,"1.413.606.277,62","1.268.908.344,11",Universidade Federal de Goias,Ministerio da Educacao,"1.262.932.432,40"
2016,26236,26000,"2.055.935.988,38","2.014.037.307,93",Universidade Federal Fluminense,Ministerio da Educacao,"1.961.008.645,82"
2016,26237,26000,"930.010.659,12","833.863.747,03",Universidade Federal de Juiz de Fora,Ministerio da Educacao,"832.587.054,58"
2016,26238,26000,"2.286.278.590,73","2.205.470.555,29",Universidade Federal de Minas Gerais,Ministerio da Educacao,"2.183.512.762,17"
2016,26239,26000,"1.355.045.189,77","1.310.984.955,02",Universidade Federal do Para,Ministerio da Educacao,"1.306.457.308,13"
2016,26240,26000,"1.594.269.732,04","1.541.922.198,21",Universidade Federal da Paraiba,Ministerio da Educacao,"1.541.109.519,72"
2016,26241,26000,"1.720.692.512,52","1.672.090.765,61",Universidade Federal do Parana,Ministerio da Educacao,"1.653.811.542,39"
2016,26242,26000,"1.703.639.160,66","1.609.662.100,59",Universidade Federal de Pernambuco ,Ministerio da Educacao,"1.601.762.215,47"
2016,26243,26000,"1.647.046.513,93","1.544.567.678,96",Universidade Federal do Rio Grande do Norte,Ministerio da Educacao,"1.538.796.767,64"
2016,26244,26000,"1.679.403.252,12","1.657.180.329,25",Universidade Federal do Rio Grande do Sul,Ministerio da Educacao,"1.653.071.999,76"
2016,26245,26000,"3.780.012.652,45","3.697.705.996,17",Universidade Federal do Rio de Janeiro,Ministerio da Educacao,"3.675.239.730,96"
2016,26246,26000,"1.710.350.037,17","1.616.734.600,21",Universidade Federal de Santa Catarina,Ministerio da Educacao,"1.603.882.713,67"
2016,26247,26000,"1.243.129.340,13","1.208.631.461,28",Universidade Federal de Santa Maria,Ministerio da Educacao,"1.204.093.906,01"
2016,26248,26000,"635.844.199,38","576.578.560,19",Universidade Federal Rural de Pernambuco,Ministerio da Educacao,"574.915.409,69"
2016,26249,26000,"606.463.020,85","577.889.781,98",Universidade Federal Rural do Rio de Janeiro ,Ministerio da Educacao,"576.414.526,23"
2016,26250,26000,"210.648.406,60","187.358.910,61",Universidade Federal de Roraima ,Ministerio da Educacao,"187.168.429,22"
2016,26251,26000,"360.284.762,17","297.441.236,40",Fundacao Universidade Federal do Tocantins,Ministerio da Educacao,"293.122.004,96"
2016,26252,26000,"717.204.337,77","681.901.672,12",Universidade Federal de Campina Grande,Ministerio da Educacao,"680.248.100,15"
2016,26253,26000,"188.386.343,71","178.549.405,28",Universidade Federal Rural da Amazonia,Ministerio da Educacao,"177.897.705,71"
2016,26254,26000,"522.693.242,10","492.080.979,58",Universidade Federal do Tria¢ngulo Mineiro,Ministerio da Educacao,"482.095.539,56"
2016,26255,26000,"238.440.631,47","222.845.586,04",Universidade Federal dos Vales do Jequitinhonha e Mucuri,Ministerio da Educacao,"222.592.336,48"
2016,26256,26000,"365.477.989,66","345.306.202,24",Centro Federal de Educacao Tecnologica Celso Suckow da Fonseca,Ministerio da Educacao,"344.836.634,24"
2016,26257,26000,"412.224.237,42","398.252.230,95",Centro Federal de Educacao Tecnologica de Minas Gerais,Ministerio da Educacao,"397.154.427,47"
2016,26258,26000,"871.254.215,37","812.284.935,86",Universidade Tecnologica Federal do Parana ,Ministerio da Educacao,"810.373.408,95"
2016,26260,26000,"203.152.270,39","193.008.046,63",Universidade Federal de Alfenas ,Ministerio da Educacao,"191.936.934,04"
2016,26261,26000,"195.307.891,25","184.597.765,08",Universidade Federal de Itajuba,Ministerio da Educacao,"184.094.677,84"
2016,26262,26000,"1.278.269.278,81","1.231.376.149,81",Universidade Federal de Sao Paulo,Ministerio da Educacao,"1.226.387.439,99"
2016,26263,26000,"353.593.067,92","312.028.097,89",Universidade Federal de Lavras ,Ministerio da Educacao,"312.012.816,28"
2016,26264,26000,"266.637.845,88","232.070.809,18",Universidade Federal Rural do Semi-aÅrido,Ministerio da Educacao,"231.322.506,01"
2016,26266,26000,"281.727.232,51","254.997.962,78",Fundacao Universidade Federal do Pampa,Ministerio da Educacao,"254.578.765,66"
2016,26267,26000,"152.074.563,33","128.407.185,50",Universidade Federal da Integracao Latino-Americana,Ministerio da Educacao,"127.497.715,83"
2016,26268,26000,"256.214.137,34","231.796.996,37",Fundacao Universidade Federal de Rondonia,Ministerio da Educacao,"231.418.197,45"
2016,26269,26000,"494.276.418,76","484.960.748,18",Universidade Federal do Estado do Rio de Janeiro,Ministerio da Educacao,"482.747.958,50"
2016,26270,26000,"750.056.136,38","684.867.194,44",Fundacao Universidade do Amazonas,Ministerio da Educacao,"681.678.764,66"
2016,26271,26000,"1.855.898.174,98","1.638.744.123,35",Fundacao Universidade de Brasilia,Ministerio da Educacao,"1.636.805.852,51"
2016,26272,26000,"888.916.247,44","833.198.952,25",Fundacao Universidade do Maranhao,Ministerio da Educacao,"816.732.606,75"
2016,26273,26000,"541.711.916,98","522.018.689,73",Universidade Federal do Rio Grande,Ministerio da Educacao,"516.105.053,14"
2016,26274,26000,"1.383.250.808,92","1.328.524.625,49",Fundacao Universidade Federal de Uberla¢ndia ,Ministerio da Educacao,"1.316.212.007,36"
2016,26275,26000,"319.874.583,04","284.328.082,49",Fundacao Universidade Federal do Acre,Ministerio da Educacao,"283.881.124,63"
2016,26276,26000,"933.392.799,41","900.642.830,06",Fundacao Universidade Federal do Mato Grosso,Ministerio da Educacao,"896.031.372,78"
2016,26277,26000,"391.040.475,00","373.950.469,89",Universidade Federal de Ouro Preto,Ministerio da Educacao,"373.479.954,75"
2016,26278,26000,"756.421.778,44","725.951.410,21",Fundacao Universidade Federal de Pelotas,Ministerio da Educacao,"724.103.761,56"
2016,26279,26000,"784.246.679,36","724.060.138,02",Fundacao Universidade Federal do Piaui,Ministerio da Educacao,"720.785.682,56"
2016,26280,26000,"563.475.488,14","544.411.461,28",Fundacao Universidade Federal de Sao Carlos,Ministerio da Educacao,"542.891.104,28"
2016,26281,26000,"701.977.746,94","640.769.350,60",Fundacao Universidade Federal de Sergipe,Ministerio da Educacao,"633.317.671,68"
2016,26282,26000,"832.681.726,36","808.657.659,28",Universidade Federal de Vicosa,Ministerio da Educacao,"807.402.968,99"
2016,26283,26000,"736.190.562,97","705.234.823,46",Fundacao Universidade Federal do Mato Grosso do Sul,Ministerio da Educacao,"704.867.202,02"
2016,26284,26000,"146.519.751,93","129.858.763,87",Fundacao Universidade Federal de Ciencias da Saude de Porto Alegre,Ministerio da Educacao,"129.801.517,29"
2016,26285,26000,"288.093.344,26","263.485.100,05",Fundacao Universidade Federal de Sao Joao Del-Rei,Ministerio da Educacao,"263.418.475,12"
2016,26286,26000,"295.531.026,29","155.708.508,00",Fundacao Universidade Federal do Amapa,Ministerio da Educacao,"152.481.142,68"
2016,26290,26000,"1.355.340.282,88","893.786.021,88",Instituto Nacional de Estudos e Pesquisas Educacionais Anisio Teixeira,Ministerio da Educacao,"893.781.615,48"
2016,26291,26000,"5.579.616.626,39","4.983.250.451,20",Fundacao Coordenacao de Aperfeicoamento de Pessoal de Nivel Superior,Ministerio da Educacao,"4.980.730.901,20"
2016,26292,26000,"119.735.117,03","114.665.169,26",Fundacao Joaquim Nabuco,Ministerio da Educacao,"114.532.149,02"
2016,26294,26000,"1.302.155.185,21","1.292.429.803,28",Hospital de Clinicas de Porto Alegre,Ministerio da Educacao,"1.262.189.983,05"
2016,26298,26000,"56.741.388.750,05","49.551.349.592,57",Fundo Nacional de Desenvolvimento da Educacao,Ministerio da Educacao,"49.539.806.030,55"
2016,26350,26000,"296.908.850,97","245.404.327,53",Fundacao Universidade Federal da Grande Dourados,Ministerio da Educacao,"236.054.317,86"
2016,26351,26000,"257.030.628,48","240.377.338,91",Universidade Federal do Reconcavo da Bahia,Ministerio da Educacao,"238.793.921,05"
2016,26352,26000,"277.167.184,10","230.298.681,62",Fundacao Universidade Federal do ABC,Ministerio da Educacao,"230.000.650,49"
2016,26432,26000,"318.477.149,97","284.738.140,26",Instituto Federal do Parana,Ministerio da Educacao,"280.613.008,83"
2016,26440,26000,"239.770.107,47","206.446.291,70",Universidade Federal da Fronteira Sul,Ministerio da Educacao,"198.009.520,20"
2016,26441,26000,"166.963.059,61","137.059.753,07",Universidade Federal do Oeste do Para,Ministerio da Educacao,"137.020.785,26"
2016,26442,26000,"111.619.033,14","105.898.006,29",Universidade da Integracao Internacional da Lusofonia Afro-Brasileira,Ministerio da Educacao,"105.478.647,29"
2016,26443,26000,"3.268.022.889,38","3.007.596.429,04",Empresa Brasileira de Servicos Hospitalares,Ministerio da Educacao,"2.969.018.943,35"
2016,26447,26000,"80.494.700,19","72.474.451,85",Universidade Federal do Oeste da Bahia ,Ministerio da Educacao,"72.321.247,07"
2016,26448,26000,"97.558.704,86","84.485.869,64",Universidade Federal do Sul e Sudeste do Para,Ministerio da Educacao,"84.140.694,47"
2016,26449,26000,"88.170.341,80","75.516.691,99",Universidade Federal do Cariri,Ministerio da Educacao,"75.468.497,94"
2016,26450,26000,"81.320.188,53","70.193.475,21",Universidade Federal do Sul da Bahia,Ministerio da Educacao,"69.781.824,69"
2016,28500,25000,"491.015,80","491.015,80",Fundo de Garantia para a Promocao da Competitividade,Ministerio da Economia,"491.015,80"
2016,28501,25000,0,0,Fundo Nacional de Desestatizacao,Ministerio da Economia,0
2016,29205,53000,"272.747.499,11","265.432.784,64",Empresa de Trens Urbanos de Porto Alegre,Ministerio do Desenvolvimento Regional,"259.543.635,02"
2016,29208,32000,"506.580.822,11","492.053.228,15",Companhia de Pesquisa de Recursos Minerais,Ministerio de Minas e Energia,"471.140.145,29"
2016,29214,53000,"1.070.578.671,62","944.697.412,03",Companhia Brasileira de Trens Urbanos,Ministerio do Desenvolvimento Regional,"931.743.667,99"
2016,30000,30000,"969.347.247,26","846.313.511,83",Ministerio da Justica e Seguranca Publica - Unidades com vinculo direto,Ministerio da Justica e Seguranca Publica,"846.271.675,27"
2016,30108,30000,"5.872.204.787,90","5.478.147.660,75",Departamento de Policia Federal,Ministerio da Justica e Seguranca Publica,"5.473.754.449,96"
2016,30202,81000,"529.252.766,02","489.743.057,96",Fundacao Nacional do açndio,"Ministerio da Mulher, Familia e Direitos Humanos","488.801.398,74"
2016,30203,25000,"850.721.355,19","834.665.302,92","Instituto Nacional de Metrologia, Qualidade e Tecnologia",Ministerio da Economia,"834.665.296,34"
2016,30204,25000,"333.711.287,79","320.938.451,11",Instituto Nacional da Propriedade Industrial,Ministerio da Economia,"320.938.451,11"
2016,30205,81000,"8.193.800,23","6.730.284,34",Fundacao Nacional do açndio - Patrimonio Indigena,"Ministerio da Mulher, Familia e Direitos Humanos","6.282.153,94"
2016,30211,30000,"32.935.089,32","28.001.407,32",Conselho Administrativo de Defesa Economica,Ministerio da Justica e Seguranca Publica,"27.930.453,38"
2016,30802,30000,"3.699.346.393,90","3.529.258.507,65",Departamento de Policia Rodoviaria Federal,Ministerio da Justica e Seguranca Publica,"3.526.070.303,44"
2016,30905,30000,"1.256.050,79","1.256.050,79",Secretaria Nacional do Consumidor Fundo,Ministerio da Justica e Seguranca Publica,"1.256.050,79"
2016,30907,30000,"1.516.104.979,44","1.251.592.526,49",Fundo Penitenciario Nacional,Ministerio da Justica e Seguranca Publica,"1.206.633.775,58"
2016,30911,30000,"538.351.450,06","361.731.880,98",Fundo Nacional de Seguranca Publica,Ministerio da Justica e Seguranca Publica,"361.546.347,86"
2016,30912,30000,"79.541.734,39","11.670.103,40",Fundo Nacional Antidrogas,Ministerio da Justica e Seguranca Publica,"11.581.193,72"
2016,31280,52000,"265.034.900,87","210.684.779,05",Caixa de Construcoes de Casas para o Pessoal da Marinha do Brasil,Ministerio da Defesa,"210.675.909,05"
2016,32000,32000,"19.475.960.622,61","18.512.680.595,29",Ministerio de Minas e Energia - Unidades com vinculo direto,Ministerio de Minas e Energia,"18.512.525.314,30"
2016,32205,32000,"450.752.208,63","360.782.756,31","Agencia Nacional do Petroleo, Gas Natural e Biocombustiveis",Ministerio de Minas e Energia,"358.654.351,86"
2016,32210,32000,"1.084.118.697,95","1.033.171.981,87",Agencia Nacional de Energia Eletrica,Ministerio de Minas e Energia,"1.033.111.333,91"
2016,32263,32000,"316.875.620,01","304.538.677,20",Departamento Nacional de Producao Mineral,Ministerio de Minas e Energia,"303.641.543,90"
2016,32314,32000,"104.343.445,37","100.597.259,54",Empresa de Pesquisa Energetica,Ministerio de Minas e Energia,"100.460.885,84"
2016,33000,33000,"171.749,40","171.749,40",Ministerio da Previdencia Social - Unidades com vinculo direto,Ministerio da Previdencia Social,"171.749,40"
2016,33206,25000,"48.399.419,13","44.189.328,35",Superintendencia Nacional de Previdencia Complementar,Ministerio da Economia,"43.605.038,90"
2016,34902,55000,"15.963.245,33","3.864.167,00",Fundo Nacional de Cultura,Ministerio da Cidadania,"3.453.167,00"
2016,35000,35000,"3.159.705.362,37","3.002.330.821,44",Ministerio das Relacoes Exteriores - Unidades com vinculo direto,Ministerio das Relacoes Exteriores,"3.000.727.946,50"
2016,35201,35000,"14.419.968,11","12.872.353,44",Fundacao Alexandre de Gusmao,Ministerio das Relacoes Exteriores,"12.872.353,44"
2016,36000,36000,"103.616.413.771,47","97.411.165.184,96",Ministerio da Saude - Unidades com vinculo direto,Ministerio da Saude,"97.358.290.899,83"
2016,36201,36000,"5.239.356.785,30","4.654.695.521,87",Fundacao Oswaldo Cruz,Ministerio da Saude,"4.567.725.778,50"
2016,36210,36000,"1.380.310.047,18","1.344.450.435,18",Hospital Nossa Senhora da Conceicao S.A.,Ministerio da Saude,"1.326.271.409,15"
2016,36211,36000,"3.174.363.426,45","2.554.166.119,16",Fundacao Nacional de Saude ,Ministerio da Saude,"2.545.711.391,39"
2016,36212,36000,"710.781.259,09","676.487.921,86",Agencia Nacional de Vigila¢ncia Sanitaria,Ministerio da Saude,"676.381.518,08"
2016,36213,36000,"288.311.136,02","266.831.686,72",Agencia Nacional de Saude Suplementar,Ministerio da Saude,"266.536.223,23"
2016,37201,25000,"106.118.995,12","102.354.223,34","Fundacao Jorge Duprat Figueiredo, de Seguranca e Medicina do Trabalho",Ministerio da Economia,"102.353.169,74"
2016,37202,25000,"62.392.344.793,12","62.187.895.402,33",Instituto Nacional do Seguro Social ,Ministerio da Economia,"61.526.004.920,58"
2016,37904,33000,"499.691.231.788,03","499.215.964.017,01",Fundo do Regime Geral da Previdencia Social,Ministerio da Previdencia Social,"484.457.360.341,16"
2016,38000,38000,"470.201.545,66","470.201.545,66",Ministerio do Trabalho e Emprego - Unidades com vinculo direto,Ministerio do Trabalho e Emprego,"470.201.545,66"
2016,38901,25000,"72.239.044.058,47","69.938.319.150,90",Fundo de Amparo ao Trabalhador,Ministerio da Economia,"69.933.796.962,11"
2016,39000,39000,"3.226.350.252,28","3.188.679.315,42","Ministerio dos Transportes, Portos e Aviacao Civil - Unidades com vinculo direto","Ministerio dos Transportes, Portos e Aviacao Civil","3.188.092.589,16"
2016,39250,39000,"468.395.423,99","406.410.338,35",Agencia Nacional de Transportes Terrestres,"Ministerio dos Transportes, Portos e Aviacao Civil","403.990.779,90"
2016,39252,39000,"7.304.628.398,24","4.168.208.558,93",Departamento Nacional de Infraestrutura de Transportes,"Ministerio dos Transportes, Portos e Aviacao Civil","3.992.794.577,17"
2016,39253,39000,"77.449.952,95","45.749.358,87",Empresa de Planejamento e Logistica S.A.,"Ministerio dos Transportes, Portos e Aviacao Civil","45.628.667,01"
2016,40000,40000,"4.141.826,77","4.141.826,77",Ministerio do Trabalho - Unidades com vinculo direto,Ministerio do Trabalho,"4.136.696,25"
2016,41000,41000,"1.796.389.936,80","1.766.850.086,06",Ministerio das Comunicacoes - Unidades com vinculo direto,Ministerio das Comunicacoes,"1.766.472.823,39"
2016,41231,24000,"474.254.234,84","450.368.294,38",Agencial Nacional de Telecomunicacoes,"Ministerio da Ciencia, Tecnologia, Inovacoes e Comunicacoes","450.210.227,46"
2016,41232,24000,"101.419,00","101.419,00",O Fundo de Universalizacao dos Servicos de Telecomunicacoes,"Ministerio da Ciencia, Tecnologia, Inovacoes e Comunicacoes","101.419,00"
2016,41903,24000,"233.160.834,02","227.710.444,05",Fundo para o Desenvolvimento Tecnologico das Telecomunicacoes ,"Ministerio da Ciencia, Tecnologia, Inovacoes e Comunicacoes","227.710.444,05"
2016,42000,42000,"383.419,30","383.419,30",Ministerio da Cultura - Unidades com vinculo direto,Ministerio da Cultura,"383.419,30"
2016,42207,55000,"168.494.494,33","139.719.594,08",Instituto Brasileiro de Museus,Ministerio da Cidadania,"139.527.682,10"
2016,44000,44000,"313.453.175,10","292.733.441,47",Ministerio do Meio Ambiente - Unidades com vinculo direto,Ministerio do Meio Ambiente,"292.733.441,38"
2016,44204,44000,"3.890.263,47","241.528,51",Fundo Nacional do Meio Ambiente,Ministerio do Meio Ambiente,"241.528,51"
2016,44205,53000,"348.170.962,65","257.395.016,13",Agencia Nacional de aÅguas,Ministerio do Desenvolvimento Regional,"257.395.016,13"
2016,44206,44000,"68.902.329,52","64.956.162,41",Instituto de Pesquisas Jardim Bota¢nico do Rio de Janeiro,Ministerio do Meio Ambiente,"64.281.583,99"
2016,44207,44000,"612.791.430,12","574.340.871,93",Instituto Chico Mendes de Conservacao da Biodiversidade,Ministerio do Meio Ambiente,"563.650.944,53"
2016,44208,22000,"22.568.138,61","8.917.409,31",Servico Florestal Brasileiro,"Ministerio da Agricultura, Pecuaria e Abastecimento","8.914.276,38"
2016,44902,44000,"361.806.318,00",0,Fundo Nacional sobre Mudanca no Clima,Ministerio do Meio Ambiente,0
2016,49000,49000,"214.034.159,69","78.319.196,92",Ministerio do Desenvolvimento Agrario - Unidades com vinculo direto,Ministerio do Desenvolvimento Agrario,"77.924.196,92"
2016,49001,22000,"249.500.000,00","214.346.707,00",Fundo de Terras e da Reforma Agraria,"Ministerio da Agricultura, Pecuaria e Abastecimento","214.346.707,00"
2016,49901,39000,"3.713.224.382,45","3.711.699.511,24",Departamento do Fundo da Marinha Mercante,"Ministerio dos Transportes, Portos e Aviacao Civil","3.711.699.511,24"
2016,52000,52000,"1.085.607.100,71","554.019.771,91",Ministerio da Defesa - Unidades com vinculo direto,Ministerio da Defesa,"553.643.041,70"
2016,52111,52000,"22.335.445.272,07","20.579.830.329,41",Comando da Aeronautica,Ministerio da Defesa,"20.568.785.282,27"
2016,52121,52000,"38.402.325.859,83","36.799.023.855,72",Comando do Exercito,Ministerio da Defesa,"36.710.490.750,88"
2016,52131,52000,"21.844.137.206,73","21.200.584.263,53",Comando da Marinha,Ministerio da Defesa,"21.097.686.975,98"
2016,52132,52000,"722.652.180,33","581.116.255,25",Comando da Marinha - Fundo Naval,Ministerio da Defesa,"560.883.016,79"
2016,52133,52000,"78.424.243,42","64.309.842,64",Fundo de Desenvolvimento do Ensino Profissional Maritimo,Ministerio da Defesa,"62.908.755,65"
2016,52211,52000,"4.647.824,74","3.574.569,45",Caixa de Financiamento Imobiliario da Aeronautica,Ministerio da Defesa,"3.574.569,45"
2016,52221,52000,"221.232.772,42","194.619.248,05",Industria de Material Belico do Brasil,Ministerio da Defesa,"193.075.090,01"
2016,52222,52000,"18.907.267,72","18.827.655,83",Fundacao Osorio,Ministerio da Defesa,"18.115.315,88"
2016,52233,52000,"24.872.094,99","19.530.476,39",Amazonia Azul Tecnologia de Defesa S.A.,Ministerio da Defesa,"19.472.483,26"
2016,52904,52000,"1.100.646.100,42","1.022.150.953,40",Fundo do Exercito,Ministerio da Defesa,"1.012.880.701,39"
2016,53000,53000,"12.888.522.103,64","9.050.155.625,56",Ministerio do Desenvolvimento Regional - Unidades com vinculo direto,Ministerio do Desenvolvimento Regional,"9.005.271.671,81"
2016,53202,53000,"154.910.750,00","52.764.162,84",Superintendencia do Desenvolvimento da Amazonia,Ministerio do Desenvolvimento Regional,"52.260.241,82"
2016,53203,53000,"52.054.959,03","43.983.812,09",Superintendencia do Desenvolvimento do Nordeste,Ministerio do Desenvolvimento Regional,"43.980.180,52"
2016,53207,53000,"69.457.130,51","26.043.502,48",Superintendencia de Desenvolvimento do Centro-Oeste,Ministerio do Desenvolvimento Regional,"25.987.736,18"
2016,53901,53000,"2.425.543.085,00","2.363.487.633,36",Fundo Constitucional de Financiamento do Norte,Ministerio do Desenvolvimento Regional,"2.363.487.633,36"
2016,53902,53000,"2.425.543.085,00","2.363.487.633,36",Fundo Constitucional de Financiamento do Centro-Oeste,Ministerio do Desenvolvimento Regional,"2.363.487.633,36"
2016,53903,53000,"7.276.629.254,00","7.090.462.939,68",Fundo Constitucional de Financiamento do Nordeste,Ministerio do Desenvolvimento Regional,"7.090.462.939,68"
