Year,Gov_agency_Cod,Sup_Gov_agency_Cod,Planned,Released,Gov_agency_Name,Sup_Gov_agency_Name,Paid_out
2016,54000,54000,"714.998.345,39","105.104.326,37",Ministerio do Turismo - Unidades com vinculo direto,Ministerio do Turismo,"104.811.826,37"
2016,54901,54000,"51.565.418,00",0,Fundo Geral de Turismo,Ministerio do Turismo,0
2016,55000,55000,"31.086.566.878,75","29.513.649.724,16",Ministerio da Cidadania - Unidades com vinculo direto,Ministerio da Cidadania,"29.512.771.752,92"
2016,55001,55000,"2.949.635.203,38","1.940.588.903,77",Fundo Nacional de Assistencia Social,Ministerio da Cidadania,"1.940.588.903,77"
2016,56901,39000,"176.151.869,14","176.138.222,02",Fundo Nacional de Seguranca e Educacao de Tra¢nsito,"Ministerio dos Transportes, Portos e Aviacao Civil","176.138.222,02"
2016,56902,53000,"38.075.679,94","9.405.847,40",Fundo Nacional de Habitacao de Interesse Social,Ministerio do Desenvolvimento Regional,"9.405.847,40"
2016,58000,58000,0,0,Ministerio da Pesca e Aquicultura - Unidades com vinculo direto,Ministerio da Pesca e Aquicultura,0
2016,60000,20000,"7.426.577,53","7.055.586,70",Gabinete da Vice-Presidencia da Republica,Presidencia da Republica,"7.055.586,70"
2016,61000,20000,0,0,Secretaria de Assuntos Estrategicos,Presidencia da Republica,0
2016,61201,25000,"342.221.250,39","331.298.775,70",Instituto de Pesquisa Economica Aplicada,Ministerio da Economia,"330.914.019,00"
2016,62000,39000,"692.003.250,55","602.731.924,46",Secretaria de Aviacao Civil ,"Ministerio dos Transportes, Portos e Aviacao Civil","602.731.924,46"
2016,62201,39000,"493.099.240,75","479.198.965,43",Agencia Nacional de Aviacao Civil,"Ministerio dos Transportes, Portos e Aviacao Civil","478.155.870,66"
2016,62901,39000,"1.535.336.951,00","1.323.358.454,00",Fundo Nacional de Aviacao Civil,"Ministerio dos Transportes, Portos e Aviacao Civil","1.323.358.454,00"
2016,63000,63000,"3.433.491.286,24","3.337.806.407,42",Advocacia-Geral da Uniao - Unidades com vinculo direto,Advocacia-Geral da Uniao,"3.327.253.900,66"
2016,64000,20000,"163.231.151,34","107.720.997,89",Secretaria de Direitos Humanos,Presidencia da Republica,"107.632.000,22"
2016,64901,57000,"10.279.581,43","953.428,18",Fundo Nacional para a Crianca e o Adolescente,"Ministerio das Mulheres, Igualdade Racial, da Juventude e dos Direitos Humanos","953.428,18"
2016,64902,57000,"3.892.565,92",0,Fundo Nacional do Idoso,"Ministerio das Mulheres, Igualdade Racial, da Juventude e dos Direitos Humanos",0
2016,66000,37000,"894.069.530,04","872.582.206,71",Controladoria-Geral da Uniao,Ministerio da Transparencia e Controladoria-Geral da Uniao,"871.851.000,71"
2016,67000,20000,"9.280.623,84","6.984.749,14",Secretaria de Politicas de Promocao da Igualdade Racial,Presidencia da Republica,"6.979.629,94"
2016,68000,39000,"529.649.953,26","183.252.264,44",Secretaria de Portos,"Ministerio dos Transportes, Portos e Aviacao Civil","183.252.264,44"
2016,68201,39000,"139.916.377,25","135.636.233,15",Agencia Nacional de Transportes Aquaviarios,"Ministerio dos Transportes, Portos e Aviacao Civil","134.784.399,76"
2016,69000,20000,0,0,Secretaria da Micro e Pequena Empresa,Presidencia da Republica,0
2016,71902,25000,"74.398,20","67.929,62",Fundo Soberano do Brasil,Ministerio da Economia,"67.929,62"
2016,74917,53000,"245.034.002,68",0,Fundo de Desenvolvimento da Amazonia,Ministerio do Desenvolvimento Regional,0
2016,74918,53000,"1.859.599.211,00",0,Fundo de Desenvolvimento do Nordeste,Ministerio do Desenvolvimento Regional,0
2016,74919,53000,"494.883.314,72",0,Fundo de Desenvolvimento do Centro-Oeste,Ministerio do Desenvolvimento Regional,0
2016,91214,51000,"28.594.759,99","27.884.075,78",Autoridade Publica Olimpica,Ministerio do Esporte,"27.884.075,78"
2017,20101,20000,"1.500.680.336,61","1.120.809.985,33",Presidencia da Republica,Presidencia da Republica,"1.112.947.420,59"
2017,20116,20000,"207.186.545,93","190.678.130,20",Fundo de Imprensa Nacional,Presidencia da Republica,"190.673.889,09"
2017,20122,81000,"12.117.578,87","12.027.063,08",Secretaria Nacional de Politicas para Mulheres ,"Ministerio da Mulher, Familia e Direitos Humanos","11.610.602,19"
2017,20129,22000,"959.566.826,16","660.805.105,16",Secretaria Especial de Agricultura Familiar e do Desenvolvimento Agrario ,"Ministerio da Agricultura, Pecuaria e Abastecimento","653.439.621,84"
2017,20202,25000,"62.717.579,65","52.641.877,30",Fundacao Escola Nacional de Administracao Publica,Ministerio da Economia,"52.641.596,99"
2017,20203,55000,"870.379.505,15","208.027.788,04",Agencia Nacional do Cinema,Ministerio da Cidadania,"207.833.118,44"
2017,20301,24000,"994.274.932,38","935.532.334,53",Comissao Nacional de Energia Nuclear,"Ministerio da Ciencia, Tecnologia, Inovacoes e Comunicacoes","931.413.729,82"
2017,20302,32000,"407.346.885,31","406.723.842,59",Nuclebras Equipamentos Pesados S.A.,Ministerio de Minas e Energia,"391.984.943,81"
2017,20303,32000,"848.531.737,92","608.328.719,58",Industrias Nucleares do Brasil,Ministerio de Minas e Energia,"607.097.447,08"
2017,20402,24000,"26.777.285,00","20.417.306,72",Agencia Espacial Brasileira,"Ministerio da Ciencia, Tecnologia, Inovacoes e Comunicacoes","20.417.306,72"
2017,20403,55000,"47.239.289,78","46.223.267,63",Fundacao Casa de Rui Barbosa,Ministerio da Cidadania,"46.222.772,63"
2017,20404,55000,"106.528.537,64","100.804.343,49",Fundacao Biblioteca Nacional,Ministerio da Cidadania,"100.294.641,27"
2017,20408,55000,"23.391.669,21","19.067.523,68",Fundacao Cultural Palmares,Ministerio da Cidadania,"19.063.205,43"
2017,20411,55000,"442.239.003,76","365.101.759,84",Instituto do Patrimonio Historico e Artistico Nacional,Ministerio da Cidadania,"363.069.317,02"
2017,20412,55000,"121.165.854,28","104.046.088,12",Fundacao Nacional de Artes,Ministerio da Cidadania,"103.983.895,16"
2017,20415,20000,"606.305.654,80","556.618.504,63",Empresa Brasil de Comunicacao,Presidencia da Republica,"537.820.203,36"
2017,20501,24000,"1.915.126.935,43","1.543.172.385,24",Conselho Nacional de Desenvolvimento Cientifico e Tecnologico,"Ministerio da Ciencia, Tecnologia, Inovacoes e Comunicacoes","1.512.458.592,69"
2017,20502,24000,"150.231.499,39","150.231.499,39",Financiadora de Estudos e Projetos,"Ministerio da Ciencia, Tecnologia, Inovacoes e Comunicacoes","150.231.499,39"
2017,20603,25000,"181.136.802,91","173.385.173,11",Superintendencia da Zona Franca de Manaus,Ministerio da Economia,"173.234.772,97"
2017,20604,54000,"120.858.600,20","77.089.934,33",Instituto Brasileiro de Turismo,Ministerio do Turismo,"77.089.934,33"
2017,20701,44000,"1.417.190.467,13","1.372.364.904,86",Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renovaveis,Ministerio do Meio Ambiente,"1.371.829.491,45"
2017,22201,22000,"2.162.594.619,82","1.558.914.975,35",Instituto Nacional de Colonizacao e Reforma Agraria,"Ministerio da Agricultura, Pecuaria e Abastecimento","1.550.382.650,43"
2017,22202,22000,"3.395.017.139,09","3.245.863.604,26",Empresa Brasileira de Pesquisa Agropecuaria,"Ministerio da Agricultura, Pecuaria e Abastecimento","3.241.984.839,16"
2017,22203,53000,"1.326.030.977,02","652.155.449,23",Companhia de Desenvolvimento dos Vales do Sao Francisco e do Parnaiba,Ministerio do Desenvolvimento Regional,"627.848.543,72"
2017,22204,53000,"1.207.050.868,56","888.279.971,43",Departamento Nacional de Obras Contra as Secas,Ministerio do Desenvolvimento Regional,"887.906.964,74"
2017,22211,22000,"2.656.575.599,90","2.073.324.915,68",Companhia Nacional de Abastecimento,"Ministerio da Agricultura, Pecuaria e Abastecimento","2.032.254.696,11"
2017,22905,22000,"4.928.151.928,25","3.348.263.294,30",Fundo de Defesa da Economia Cafeeira,"Ministerio da Agricultura, Pecuaria e Abastecimento","3.287.760.327,38"
2017,24208,20000,"19.095.867,49","14.063.581,23",Instituto Nacional de Tecnologia da Informacao,Presidencia da Republica,"14.063.581,23"
2017,24209,24000,"91.228.386,65","74.566.516,09",Centro Nacional de Tecnologia Eletronica Avancada S.A.,"Ministerio da Ciencia, Tecnologia, Inovacoes e Comunicacoes","74.365.277,23"
2017,24901,24000,"1.622.471.905,38","1.549.686.360,65",Fundo Nacional de Desenvolvimento Cientifico e Tecnologico,"Ministerio da Ciencia, Tecnologia, Inovacoes e Comunicacoes","1.539.531.036,89"
2017,25000,25000,"1.250.429.381.761,56","1.231.922.023.614,79",Ministerio da Economia - Unidades com vinculo direto,Ministerio da Economia,"1.231.907.433.398,46"
2017,25201,25000,"3.382.027.985,51","3.382.027.985,51",Banco Central do Brasil - Orcamento Fiscal e Seguridade Social,Ministerio da Economia,"3.198.778.652,07"
2017,25203,25000,"239.427.236,72","230.854.002,60",Comissao de Valores Mobiliarios,Ministerio da Economia,"229.552.531,39"
2017,25205,25000,"2.897.690.811,58","2.734.403.587,42",Fundacao Instituto Brasileiro de Geografia e Estatistica,Ministerio da Economia,"2.731.651.967,68"
2017,25207,25000,"2.218.097.894,46","2.172.480.238,77",Servico Federal de Processamento de Dados,Ministerio da Economia,"1.198.053.969,77"
2017,25208,25000,"216.804.037,30","213.416.061,58",Superintendencia de Seguros Privados,Ministerio da Economia,"213.416.061,58"
2017,25901,25000,0,0,Fundo de Compensacao de Variacoes Salariais ,Ministerio da Economia,0
2017,25904,25000,"27.521.863,49","27.520.260,40",Fundo de Estabilidade do Seguro Rural,Ministerio da Economia,"27.026.618,55"
2017,25914,25000,"92.038.940,63","92.038.940,63",Fundo de Garantia a† Exportacao,Ministerio da Economia,"91.055.121,50"
2017,25915,25000,"13.216.438.043,45","13.045.240.843,39",Fundo Constitucional do Distrito Federal,Ministerio da Economia,"12.832.117.849,59"
2017,25916,25000,"2.379.633,42","2.300.006,82",Fundo Contingente da Extinta RFFSA-FCMP,Ministerio da Economia,"2.300.006,82"
2017,26000,26000,"1.319.326.604,00","1.210.782.332,68",Ministerio da Educacao - Unidades com vinculo direto,Ministerio da Educacao,"1.208.813.323,52"
2017,26201,26000,"663.678.388,72","636.939.542,05",Colegio Pedro II,Ministerio da Educacao,"584.771.523,88"
2017,26230,26000,"233.398.323,48","194.277.010,79",Fundacao Universidade Federal do Vale do Sao Francisco,Ministerio da Educacao,"192.418.522,30"
2017,26231,26000,"967.279.215,10","928.336.881,81",Universidade Federal de Alagoas,Ministerio da Educacao,"922.277.493,53"
2017,26232,26000,"1.897.432.893,51","1.818.934.086,47",Universidade Federal da Bahia,Ministerio da Educacao,"1.810.298.568,29"
2017,26233,26000,"1.710.080.556,55","1.633.180.850,37",Universidade Federal do Ceara,Ministerio da Educacao,"1.624.285.779,20"
2017,26234,26000,"1.111.701.401,32","1.084.450.026,61",Universidade Federal do Espirito Santo,Ministerio da Educacao,"1.080.778.958,33"
2017,26235,26000,"1.466.556.475,28","1.407.934.583,12",Universidade Federal de Goias,Ministerio da Educacao,"1.402.758.711,26"
2017,26236,26000,"2.316.989.181,97","2.225.221.587,87",Universidade Federal Fluminense,Ministerio da Educacao,"2.214.044.835,93"
2017,26237,26000,"1.039.073.309,40","898.343.538,65",Universidade Federal de Juiz de Fora,Ministerio da Educacao,"890.714.471,40"
2017,26238,26000,"2.493.369.364,61","2.381.251.225,39",Universidade Federal de Minas Gerais,Ministerio da Educacao,"2.369.967.436,96"
2017,26239,26000,"1.515.330.167,24","1.450.755.765,44",Universidade Federal do Para,Ministerio da Educacao,"1.446.558.662,30"
2017,26240,26000,"1.763.069.755,67","1.716.941.444,99",Universidade Federal da Paraiba,Ministerio da Educacao,"1.714.190.287,61"
2017,26241,26000,"1.893.954.405,97","1.844.296.261,21",Universidade Federal do Parana,Ministerio da Educacao,"1.834.893.933,41"
2017,26242,26000,"1.874.140.732,28","1.753.117.767,80",Universidade Federal de Pernambuco ,Ministerio da Educacao,"1.733.125.919,67"
2017,26243,26000,"1.966.373.815,41","1.710.686.478,91",Universidade Federal do Rio Grande do Norte,Ministerio da Educacao,"1.706.075.089,57"
2017,26244,26000,"1.806.059.551,66","1.774.173.982,59",Universidade Federal do Rio Grande do Sul,Ministerio da Educacao,"1.768.557.927,08"
2017,26245,26000,"3.961.205.354,67","3.896.209.906,43",Universidade Federal do Rio de Janeiro,Ministerio da Educacao,"3.863.799.762,14"
2017,26246,26000,"1.878.496.161,16","1.761.461.386,74",Universidade Federal de Santa Catarina,Ministerio da Educacao,"1.755.524.879,80"
2017,26247,26000,"1.375.715.305,34","1.338.881.574,58",Universidade Federal de Santa Maria,Ministerio da Educacao,"1.337.506.135,91"
2017,26248,26000,"771.224.309,44","646.045.490,29",Universidade Federal Rural de Pernambuco,Ministerio da Educacao,"644.585.155,06"
2017,26249,26000,"650.281.409,88","632.346.453,92",Universidade Federal Rural do Rio de Janeiro ,Ministerio da Educacao,"631.153.300,89"
2017,26250,26000,"217.220.672,74","197.614.824,71",Universidade Federal de Roraima ,Ministerio da Educacao,"197.488.010,52"
2017,26251,26000,"372.767.802,75","319.974.509,22",Fundacao Universidade Federal do Tocantins,Ministerio da Educacao,"319.851.084,15"
2017,26252,26000,"783.390.401,08","745.167.752,86",Universidade Federal de Campina Grande,Ministerio da Educacao,"743.425.536,87"
2017,26253,26000,"222.561.133,16","216.537.528,34",Universidade Federal Rural da Amazonia,Ministerio da Educacao,"214.993.337,02"
2017,26254,26000,"577.461.458,76","546.610.792,69",Universidade Federal do Tria¢ngulo Mineiro,Ministerio da Educacao,"544.514.067,78"
2017,26255,26000,"255.576.918,26","245.283.945,13",Universidade Federal dos Vales do Jequitinhonha e Mucuri,Ministerio da Educacao,"245.282.607,31"
2017,26256,26000,"404.324.796,57","385.783.906,03",Centro Federal de Educacao Tecnologica Celso Suckow da Fonseca,Ministerio da Educacao,"377.830.206,27"
2017,26257,26000,"467.694.184,92","450.693.393,68",Centro Federal de Educacao Tecnologica de Minas Gerais,Ministerio da Educacao,"435.487.936,38"
2017,26258,26000,"953.259.997,59","895.001.691,13",Universidade Tecnologica Federal do Parana ,Ministerio da Educacao,"894.797.705,80"
2017,26260,26000,"217.401.730,88","209.971.963,71",Universidade Federal de Alfenas ,Ministerio da Educacao,"209.669.285,60"
2017,26261,26000,"216.873.272,13","205.992.979,16",Universidade Federal de Itajuba,Ministerio da Educacao,"205.443.560,36"
2017,26262,26000,"1.358.369.968,54","1.321.014.437,50",Universidade Federal de Sao Paulo,Ministerio da Educacao,"1.318.822.923,98"
2017,26263,26000,"376.404.061,23","338.169.204,20",Universidade Federal de Lavras ,Ministerio da Educacao,"337.826.598,03"
2017,26264,26000,"278.939.479,92","262.708.973,57",Universidade Federal Rural do Semi-aÅrido,Ministerio da Educacao,"261.968.349,73"
2017,26266,26000,"315.278.505,19","288.849.837,80",Fundacao Universidade Federal do Pampa,Ministerio da Educacao,"288.755.695,72"
2017,26267,26000,"157.726.951,79","140.796.126,70",Universidade Federal da Integracao Latino-Americana,Ministerio da Educacao,"140.737.374,70"
2017,26268,26000,"275.183.748,90","259.365.425,51",Fundacao Universidade Federal de Rondonia,Ministerio da Educacao,"258.851.817,01"
2017,26269,26000,"589.049.601,49","570.262.699,93",Universidade Federal do Estado do Rio de Janeiro,Ministerio da Educacao,"565.528.063,13"
2017,26270,26000,"791.143.864,33","751.790.582,87",Fundacao Universidade do Amazonas,Ministerio da Educacao,"741.611.762,87"
2017,26271,26000,"1.859.848.079,46","1.749.180.615,66",Fundacao Universidade de Brasilia,Ministerio da Educacao,"1.747.522.676,42"
2017,26272,26000,"874.679.288,19","835.717.600,61",Fundacao Universidade do Maranhao,Ministerio da Educacao,"832.397.705,89"
2017,26273,26000,"602.062.134,74","578.556.879,47",Universidade Federal do Rio Grande,Ministerio da Educacao,"571.491.787,84"
2017,26274,26000,"1.520.391.481,95","1.469.363.330,17",Fundacao Universidade Federal de Uberla¢ndia ,Ministerio da Educacao,"1.460.581.206,47"
2017,26275,26000,"334.502.914,46","312.682.546,57",Fundacao Universidade Federal do Acre,Ministerio da Educacao,"311.749.089,70"
2017,26276,26000,"1.053.567.715,85","1.040.366.606,36",Fundacao Universidade Federal do Mato Grosso,Ministerio da Educacao,"1.034.495.072,23"
2017,26277,26000,"423.297.091,16","409.700.622,99",Universidade Federal de Ouro Preto,Ministerio da Educacao,"409.700.622,99"
2017,26278,26000,"809.185.678,81","784.997.377,57",Fundacao Universidade Federal de Pelotas,Ministerio da Educacao,"783.231.026,86"
2017,26279,26000,"828.934.638,18","788.736.561,87",Fundacao Universidade Federal do Piaui,Ministerio da Educacao,"784.838.888,20"
2017,26280,26000,"618.793.651,73","606.996.020,79",Fundacao Universidade Federal de Sao Carlos,Ministerio da Educacao,"605.386.169,47"
2017,26281,26000,"759.505.092,13","707.308.401,25",Fundacao Universidade Federal de Sergipe,Ministerio da Educacao,"699.998.580,70"
2017,26282,26000,"911.631.936,12","879.359.037,21",Universidade Federal de Vicosa,Ministerio da Educacao,"878.282.916,32"
2017,26283,26000,"809.638.313,35","778.065.653,44",Fundacao Universidade Federal do Mato Grosso do Sul,Ministerio da Educacao,"777.671.079,03"
2017,26284,26000,"158.766.713,57","139.878.143,12",Fundacao Universidade Federal de Ciencias da Saude de Porto Alegre,Ministerio da Educacao,"139.829.938,09"
2017,26285,26000,"315.183.388,81","287.251.738,72",Fundacao Universidade Federal de Sao Joao Del-Rei,Ministerio da Educacao,"286.751.072,98"
2017,26286,26000,"187.302.728,91","169.232.838,11",Fundacao Universidade Federal do Amapa,Ministerio da Educacao,"168.428.167,20"
2017,26290,26000,"1.386.869.763,57","1.016.193.883,37",Instituto Nacional de Estudos e Pesquisas Educacionais Anisio Teixeira,Ministerio da Educacao,"1.015.524.644,40"
2017,26291,26000,"4.546.451.910,31","3.839.483.539,70",Fundacao Coordenacao de Aperfeicoamento de Pessoal de Nivel Superior,Ministerio da Educacao,"3.839.483.539,70"
2017,26292,26000,"135.272.054,47","128.282.145,76",Fundacao Joaquim Nabuco,Ministerio da Educacao,"128.266.945,84"
2017,26294,26000,"1.485.838.614,53","1.440.765.568,28",Hospital de Clinicas de Porto Alegre,Ministerio da Educacao,"1.404.276.743,16"
2017,26298,26000,"58.491.587.065,33","52.314.252.952,47",Fundo Nacional de Desenvolvimento da Educacao,Ministerio da Educacao,"52.303.468.707,15"
2017,26350,26000,"329.015.815,26","271.656.604,97",Fundacao Universidade Federal da Grande Dourados,Ministerio da Educacao,"267.846.399,06"
2017,26351,26000,"279.158.227,27","263.280.990,51",Universidade Federal do Reconcavo da Bahia,Ministerio da Educacao,"262.299.468,70"
2017,26352,26000,"285.249.104,72","254.227.333,01",Fundacao Universidade Federal do ABC,Ministerio da Educacao,"254.092.039,29"
2017,26432,26000,"365.412.373,24","327.115.240,01",Instituto Federal do Parana,Ministerio da Educacao,"326.209.069,33"
2017,26440,26000,"257.353.286,85","234.094.730,16",Universidade Federal da Fronteira Sul,Ministerio da Educacao,"234.094.730,16"
2017,26441,26000,"171.529.015,74","158.360.868,19",Universidade Federal do Oeste do Para,Ministerio da Educacao,"157.899.365,33"
2017,26442,26000,"133.496.848,25","125.733.307,17",Universidade da Integracao Internacional da Lusofonia Afro-Brasileira,Ministerio da Educacao,"125.656.761,17"
2017,26443,26000,"3.985.763.026,32","3.700.100.696,22",Empresa Brasileira de Servicos Hospitalares,Ministerio da Educacao,"3.668.335.808,40"
2017,26447,26000,"98.312.244,05","91.543.352,36",Universidade Federal do Oeste da Bahia ,Ministerio da Educacao,"90.937.049,86"
2017,26448,26000,"111.501.428,83","101.736.861,86",Universidade Federal do Sul e Sudeste do Para,Ministerio da Educacao,"101.491.106,27"
2017,26449,26000,"103.480.172,65","92.366.233,35",Universidade Federal do Cariri,Ministerio da Educacao,"92.364.633,35"
2017,26450,26000,"85.764.593,52","71.109.005,26",Universidade Federal do Sul da Bahia,Ministerio da Educacao,"70.106.081,81"
2017,28500,25000,"42.199,30","42.199,30",Fundo de Garantia para a Promocao da Competitividade,Ministerio da Economia,"42.199,30"
2017,29205,53000,"287.199.052,62","267.587.535,92",Empresa de Trens Urbanos de Porto Alegre,Ministerio do Desenvolvimento Regional,"258.423.204,39"
2017,29208,32000,"565.627.195,29","530.193.733,78",Companhia de Pesquisa de Recursos Minerais,Ministerio de Minas e Energia,"507.867.834,00"
2017,29214,53000,"1.057.619.527,31","982.544.108,69",Companhia Brasileira de Trens Urbanos,Ministerio do Desenvolvimento Regional,"978.127.799,63"
2017,30000,30000,"1.023.446.363,79","827.104.518,36",Ministerio da Justica e Seguranca Publica - Unidades com vinculo direto,Ministerio da Justica e Seguranca Publica,"826.492.576,07"
2017,30108,30000,"6.807.246.728,51","6.508.149.218,19",Departamento de Policia Federal,Ministerio da Justica e Seguranca Publica,"6.480.939.329,32"
2017,30202,81000,"541.689.354,76","487.435.025,85",Fundacao Nacional do açndio,"Ministerio da Mulher, Familia e Direitos Humanos","485.984.716,69"
2017,30203,25000,"830.236.521,18","823.417.829,70","Instituto Nacional de Metrologia, Qualidade e Tecnologia",Ministerio da Economia,"823.391.540,04"
2017,30204,25000,"383.945.260,27","362.779.286,11",Instituto Nacional da Propriedade Industrial,Ministerio da Economia,"362.743.158,12"
2017,30205,81000,"8.379.465,74","6.918.740,10",Fundacao Nacional do açndio - Patrimonio Indigena,"Ministerio da Mulher, Familia e Direitos Humanos","6.907.498,71"
2017,30211,30000,"34.270.757,56","27.516.859,67",Conselho Administrativo de Defesa Economica,Ministerio da Justica e Seguranca Publica,"27.507.668,42"
2017,30802,30000,"4.356.170.026,46","4.152.732.096,06",Departamento de Policia Rodoviaria Federal,Ministerio da Justica e Seguranca Publica,"4.151.575.123,16"
2017,30905,30000,"1.544.675,70","340.268,15",Secretaria Nacional do Consumidor Fundo,Ministerio da Justica e Seguranca Publica,"340.268,15"
2017,30907,30000,"817.877.397,49","769.834.967,53",Fundo Penitenciario Nacional,Ministerio da Justica e Seguranca Publica,"769.586.907,04"
2017,30911,30000,"661.733.639,07","218.299.264,21",Fundo Nacional de Seguranca Publica,Ministerio da Justica e Seguranca Publica,"218.299.264,21"
2017,30912,30000,"88.541.754,17","7.279.696,15",Fundo Nacional Antidrogas,Ministerio da Justica e Seguranca Publica,"7.194.896,14"
2017,30913,81000,"14.257.952,43","491.915,35",Fundo Nacional para a Crianca e o Adolescente,"Ministerio da Mulher, Familia e Direitos Humanos","491.915,35"
2017,30914,81000,"11.739.969,93","4.643.955,20",Fundo Nacional do Idoso,"Ministerio da Mulher, Familia e Direitos Humanos","4.643.955,20"
2017,31280,52000,"264.718.323,05","212.722.070,37",Caixa de Construcoes de Casas para o Pessoal da Marinha do Brasil,Ministerio da Defesa,"212.721.788,72"
2017,32000,32000,"23.155.118.086,04","22.413.284.741,09",Ministerio de Minas e Energia - Unidades com vinculo direto,Ministerio de Minas e Energia,"22.412.770.607,96"
2017,32205,32000,"429.754.727,26","393.257.642,10","Agencia Nacional do Petroleo, Gas Natural e Biocombustiveis",Ministerio de Minas e Energia,"391.487.584,86"
2017,32210,32000,"1.206.980.652,53","1.176.930.280,30",Agencia Nacional de Energia Eletrica,Ministerio de Minas e Energia,"1.176.804.633,60"
2017,32263,32000,"330.262.603,37","319.540.198,56",Departamento Nacional de Producao Mineral,Ministerio de Minas e Energia,"318.955.902,31"
2017,32314,32000,"101.977.242,62","99.021.382,18",Empresa de Pesquisa Energetica,Ministerio de Minas e Energia,"97.226.991,32"
2017,33000,33000,0,0,Ministerio da Previdencia Social - Unidades com vinculo direto,Ministerio da Previdencia Social,0
2017,33206,25000,"45.673.344,36","42.193.545,83",Superintendencia Nacional de Previdencia Complementar,Ministerio da Economia,"41.762.154,11"
2017,34902,55000,"15.083.630,12","6.369.915,45",Fundo Nacional de Cultura,Ministerio da Cidadania,"6.369.915,45"
2017,35000,35000,"3.215.394.495,15","3.124.832.243,17",Ministerio das Relacoes Exteriores - Unidades com vinculo direto,Ministerio das Relacoes Exteriores,"3.121.411.185,90"
2017,35201,35000,"15.005.058,61","14.345.134,53",Fundacao Alexandre de Gusmao,Ministerio das Relacoes Exteriores,"14.345.134,53"
2017,36000,36000,"111.939.979.380,79","100.530.692.151,31",Ministerio da Saude - Unidades com vinculo direto,Ministerio da Saude,"100.460.232.832,14"
2017,36201,36000,"5.624.152.539,67","4.628.436.637,61",Fundacao Oswaldo Cruz,Ministerio da Saude,"4.353.326.829,67"
2017,36210,36000,"1.492.641.381,35","1.429.707.779,48",Hospital Nossa Senhora da Conceicao S.A.,Ministerio da Saude,"1.416.293.446,47"
2017,36211,36000,"3.648.703.804,86","2.583.337.714,31",Fundacao Nacional de Saude ,Ministerio da Saude,"2.568.908.181,73"
2017,36212,36000,"792.033.422,36","739.914.451,45",Agencia Nacional de Vigila¢ncia Sanitaria,Ministerio da Saude,"739.577.717,97"
2017,36213,36000,"309.874.193,45","288.128.635,34",Agencia Nacional de Saude Suplementar,Ministerio da Saude,"288.118.800,61"
2017,37000,37000,"890.794.461,76","872.744.379,40",Ministerio da Transparencia e Controladoria-Geral da Uniao - Unidades com vinculo direto,Ministerio da Transparencia e Controladoria-Geral da Uniao,"872.533.962,48"
2017,37201,25000,"112.102.478,53","108.118.697,71","Fundacao Jorge Duprat Figueiredo, de Seguranca e Medicina do Trabalho",Ministerio da Economia,"108.116.556,26"
2017,37202,25000,"67.452.398.585,64","67.340.388.019,18",Instituto Nacional do Seguro Social ,Ministerio da Economia,"66.258.319.939,88"
2017,37904,33000,"549.142.223.766,11","549.073.641.512,98",Fundo do Regime Geral da Previdencia Social,Ministerio da Previdencia Social,"531.258.051.135,24"
2017,38901,25000,"71.320.069.836,91","69.798.719.155,84",Fundo de Amparo ao Trabalhador,Ministerio da Economia,"69.191.427.665,83"
2017,39000,39000,"3.862.002.416,37","3.471.116.013,72","Ministerio dos Transportes, Portos e Aviacao Civil - Unidades com vinculo direto","Ministerio dos Transportes, Portos e Aviacao Civil","3.470.752.943,90"
2017,39250,39000,"544.063.990,00","475.060.758,20",Agencia Nacional de Transportes Terrestres,"Ministerio dos Transportes, Portos e Aviacao Civil","467.328.520,02"
2017,39252,39000,"9.688.149.561,94","6.430.811.464,25",Departamento Nacional de Infraestrutura de Transportes,"Ministerio dos Transportes, Portos e Aviacao Civil","6.370.709.386,21"
2017,39253,39000,"73.149.744,56","42.194.712,38",Empresa de Planejamento e Logistica S.A.,"Ministerio dos Transportes, Portos e Aviacao Civil","42.193.224,88"
2017,40000,40000,"595.535,43","595.535,43",Ministerio do Trabalho - Unidades com vinculo direto,Ministerio do Trabalho,"595.535,43"
2017,41000,41000,0,0,Ministerio das Comunicacoes - Unidades com vinculo direto,Ministerio das Comunicacoes,0
2017,41231,24000,"499.189.811,55","476.431.580,12",Agencial Nacional de Telecomunicacoes,"Ministerio da Ciencia, Tecnologia, Inovacoes e Comunicacoes","476.183.560,15"
2017,41232,24000,"101.000,00","101.000,00",O Fundo de Universalizacao dos Servicos de Telecomunicacoes,"Ministerio da Ciencia, Tecnologia, Inovacoes e Comunicacoes","101.000,00"
2017,41903,24000,"220.099.963,58","220.099.963,58",Fundo para o Desenvolvimento Tecnologico das Telecomunicacoes ,"Ministerio da Ciencia, Tecnologia, Inovacoes e Comunicacoes","220.099.963,58"
2017,42207,55000,"158.513.904,72","137.829.116,62",Instituto Brasileiro de Museus,Ministerio da Cidadania,"137.643.028,63"
2017,44000,44000,"365.893.971,15","291.294.400,47",Ministerio do Meio Ambiente - Unidades com vinculo direto,Ministerio do Meio Ambiente,"289.110.465,54"
2017,44204,44000,"6.819.514,76","1.811.643,23",Fundo Nacional do Meio Ambiente,Ministerio do Meio Ambiente,"1.811.643,23"
